アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同行者,宿泊数（全行程）,宿泊エリア（県外）,宿泊数（県内）,宿泊市町村(1泊目),食事の組み合わせ（1泊目）,宿泊市町村(2泊目),食事の組み合わせ（2泊目）,宿泊市町村(3泊目),食事の組み合わせ（3泊目）,宿泊市町村(4泊目),食事の組み合わせ（4泊目）,交通手段（来県）,交通手段（県内）,満足度（交通）,来県回数,訪問目的,情報源（デジタル）,情報源（デジタル以外）,比較した都道府県の有無,比較した都道府県,比較した都道府県の観光地,消費金額（交通費）,消費金額（飲食費）,消費金額（宿泊費）,消費金額（買い物（工芸品・特産品等）費）,消費金額（観光・体験費）,訪問場所,訪問した寿司店形態,訪問したます寿し店形態,海の幸（食べた）,海の幸（感動した）,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所
2026/4/24,東京都,女性,40代,会社員,6:無回答,カップル,4泊以上,大阪,1泊,魚津市,,,,,,,,自家用車,自家用車,公共交通を利用していない,４回目,アウトドア（海水浴、釣り、登山など）,YOUTUBE,口コミ（友人・恋人）,ない,,,使わない,"10,000円以上20,000円未満",使わない,"5,000円以上10,000円未満",使わない,魚の駅生地,回転寿司店（地元）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 甘エビ, ホタルイカ",ホタルイカ,満足,普通,普通,普通,満足,,店舗の営業時間終了が早い,,,7,来年もまた行きたい,,黒部市
2026/4/24,茨城県,女性,40代,パート・アルバイト,4:1000～2000万円,夫婦,3泊,富山県以外には宿泊しない,3泊,"富山市, 黒部市, 射水市",,,,,,,,飛行機,レンタカー,満足,１回目,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, アウトドア（海水浴、釣り、登山など）","X（旧Twitter）, Instagram, 宿泊予約Webサイト",口コミ（家族）,ない,,,"50,000円以上100,000円未満","40,000円以上50,000円未満","5,000円以上10,000円未満","30,000円以上40,000円未満","20,000円以上30,000円未満","宇奈月温泉, 黒部峡谷鉄道, 立山黒部アルペンルート, 氷見漁港場外市場 ひみ番屋街",居酒屋・レストラン（地元）,居酒屋・レストラン（地元）,"ブリ, 甘エビ, ホタルイカ",ホタルイカ,大いに満足,大いに満足,満足,大いに満足,大いに満足,ずっと行ってみたかった黒部アルペンルートに行く事ができて、夢が叶った。壮大な山々の絶景を夫婦で見ることができて、一生の思い出になった。3番目の子が社会になり、子育てご苦労様旅行でしたが、富山県を選んで良かった。また、夫婦ともに頑張っていこうと思えた、印象に残る旅行となった。,レンタカー会社が少なく、他の地域に比べて割高と感じた。,ホタルイカです。絶品！,黒部アルペンルート,10,来年もまた行きたい,安く、美味しい、新鮮なものが食べれるイメージが強いです。アルペンルートに行った日にあまり食べれる物が無かったので、片手で食べ歩きできるものを増やしてほしい。,黒部市
2026/4/24,富山県,女性,50代,会社員,1:300万未満,ひとり,日帰り,,,,,,,,,,,自家用車,"自家用車, 路線バス",不満,１０回目以上,"買い物（アウトレットなど）, まちあるき、都市散策各種体験（手作り、果物狩りなど）","Instagram, Facebook, 生成AI（ChatGPT、Gemini、検索結果のAI要約など）, Googleマップ（施設の口コミ・写真・営業時間など）",口コミ（友人・恋人）,ある,石川県,観光地の交通の弁が良い,"1,000円以上3,000円未満","3,000円以上5,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満","1,000円以上3,000円未満","あさひ舟川「春の四重奏」, 雨晴海岸, 富岩運河環水公園",回転寿司店（チェーン店）,専門店,"ブリ, 甘エビ",ブリ,大いに満足,普通,満足,普通,普通,,,,,8,富山県在住,,富山市
2026/4/24,富山県,女性,70代,無職,1:300万未満,友人・知人,日帰り,,,,,,,,,,,県外から訪れていない（富山県在住）,"自家用車, 旅行会社ツアーバス",満足,１０回目以上,温泉や露天風呂,"宿泊施設のウェブサイト, ",口コミ（友人・恋人）,ない,,,使わない,"1,000円以上3,000円未満",使わない,使わない,使わない,牛岳温泉健康センター,食べていない,食べていない,食べていない,食べていない,普通,大いに満足,満足,満足,満足,温泉にゆったり つかり 、新緑の山に癒されました,特になしに感じた食べ物,特になし,のんびりと 温泉に入ることができました,8,富山県在住,豊かな自然と暖かい県民性,富山市
2026/4/24,富山県,女性,70代,自営業,1:300万未満,友人・知人,日帰り,,,,,,,,,,,県外から訪れていない（富山県在住）,"自家用車, ",大いに満足,１０回目以上,温泉や露天風呂,"宿泊施設のウェブサイト, ",口コミ（友人・恋人）,ない,,,使わない,"1,000円以上3,000円未満",使わない,使わない,"1,000円未満","金屋町 千本格子の家並み, 高岡大仏",食べていない,食べていない,食べていない,食べていない,普通,満足,普通,普通,満足,温泉がとても良かったです,特にありません 今回の旅行で最も幸せに感じ,特にありません感じた観光地やこれも特にありません 観光 体験,露天がとても良かった 富山県の旅行をどのくらい家族や友人に住めたいと思いますか,8,富山県在住,海産物も美味しいし お米も美味しいと感じてます,富山市
2026/4/24,石川県,男性,60代,定年退職,2:300～500万円,夫婦,日帰り,,,,,,,,,,,"自家用車, 新幹線","自家用車, 在来線・私鉄・路面電車",普通,１０回目以上,花見や紅葉などの自然鑑賞,YOUTUBE,口コミ（家族）,ある,茨城県,偕楽園,"1,000円以上3,000円未満","1,000円以上3,000円未満",使わない,使わない,"3,000円以上5,000円未満",雨晴海岸,食べていない,食べていない,食べていない,食べていない,満足,普通,普通,普通,普通,氷見うどんは美味しかった。,特にありません。,氷見うどん,特にありません。,6,機会があれば行きたい,寒ブリ,氷見市
2026/4/24,石川県,女性,30代,会社員,6:無回答,大人の家族（18歳以上の子供含む）,日帰り,,,,,,,,,,,自家用車,自家用車,普通,３回目,地元の美味しいものを食べる,富山県観光公式サイト「とやま観光ナビ」,口コミ（家族）,ない,,,"1,000円以上3,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満",使わない,雨晴海岸,居酒屋・レストラン（地元）,食べていない,食べていない,食べていない,普通,普通,普通,普通,普通,,,,,5,機会があれば行きたい,,氷見市
2026/4/24,香川県,男性,40代,会社員,3:600～1000万円,子供連れ家族（一番下のお子様が小学生～高校生）,3泊,富山県以外には宿泊しない,3泊,"黒部市, 立山町",,,,,,,,夜行バス,"在来線・私鉄・路面電車, 路線バス",満足,２回目,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞","生成AI（ChatGPT、Gemini、検索結果のAI要約など）, Googleマップ（施設の口コミ・写真・営業時間など）, 宿泊施設のウェブサイト",旅行ガイドブック,ない,,,"20,000円以上30,000円未満","5,000円以上10,000円未満","30,000円以上40,000円未満","1,000円以上3,000円未満","3,000円以上5,000円未満","宇奈月温泉, 黒部ダム, 立山黒部アルペンルート",食べていない,駅（売店・自販機など）,"シロエビ, ホタルイカ",シロエビ,満足,満足,満足,大いに満足,大いに満足,富山地方鉄道の職員や弥陀ヶ原ホテルがのロビーや売店まで親切に対応してくれた,富山駅にゴミ箱がなかった点,ますの寿司と白エビ天丼,雪の大谷,9,機会があれば行きたい,,立山町
2026/4/24,東京都,女性,60代,専業主婦・主夫,6:無回答,夫婦,3泊,京都,3泊,"富山市, 射水市",,,,,,,,自家用車,自家用車,公共交通を利用していない,７回目,"地元の美味しいものを食べる, 買い物（工芸品・特産品など）",Googleマップ（施設の口コミ・写真・営業時間など）,"富山県観光公式のパンフレット, テレビ・ラジオ",ない,,,"5,000円以上10,000円未満","30,000円以上40,000円未満","40,000円以上50,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","雨晴海岸, 内川エリア（川の駅新湊など）, 黒部峡谷鉄道, 五箇山, ほたるいかミュージアム",専門店,持ち帰り（道の駅・スーパーなど）,"フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, ホタルイカ, バイガイ","フクラギ（イナダ、ハマチ）, バイガイ",大いに満足,満足,大いに満足,大いに満足,大いに満足,四季折々、美味しいものが食べられるので,ありません,山菜,トロッコ列車,4,来年もまた行きたい,,射水市
2026/4/24,滋賀県,男性,50代,会社員,2:300～500万円,職場や学校の仲間（団体旅行・ツアー）,2泊,石川県,2泊,"富山市, 射水市",,,,,,,,会社のトラック,タクシー,満足,１回目,出張など仕事関係,宿泊予約Webサイト,口コミ（同僚・同級生）,ない,,,"3,000円以上5,000円未満","3,000円以上5,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満",観光地・観光施設には訪問していない,食べていない,食べていない,食べていない,食べていない,満足,満足,普通,普通,満足,フロントの対応が丁寧でスムーズでした。,特にありません。,焼肉,仕事で来たので、観光はしていない。,8,機会があれば行きたい,まだよく分からない,富山市
2026/4/24,富山県,女性,40代,パート・アルバイト,2:300～500万円,子供連れ家族（一番下のお子様が小学生～高校生）,日帰り,,,,,,,,,,,県外から訪れていない（富山県在住）,自家用車,普通,１０回目以上,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 文化施設の見学・体験（美術館・博物館など）, テーマパーク（遊園地、動物園、水族館など）, 買い物（アウトレットなど）, お祭りやイベントへの参加・見物, アウトドア（海水浴、釣り、登山など）, 友人・親戚を訪ねる","Instagram, Facebook",口コミ（家族）,ない,,,"1,000円以上3,000円未満","1,000円以上3,000円未満",使わない,"1,000円未満","1,000円未満","砺波チューリップ公園, 三井アウトレットパーク北陸小矢部",居酒屋・レストラン（地元）,回転寿司店（チェーン店）,"ブリ, 甘エビ",甘エビ,満足,満足,満足,満足,満足,チューリップが綺麗でこどもが喜んでいたから,人が多い。,クレープ,チューリップ公園,7,富山県在住,お得感を得られるもの、体験。,南砺市
2026/4/24,茨城県,男性,50代,会社員,2:300～500万円,夫婦,2泊,長野県,1泊,魚津市,,,,,,,,自家用車,自家用車,大いに満足,３回目,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、水族館など）, お祭りやイベントへの参加・見物","Instagram, Facebook",富山県観光公式のパンフレット,ない,,,"10,000円以上20,000円未満","5,000円以上10,000円未満","20,000円以上30,000円未満","10,000円以上20,000円未満","3,000円以上5,000円未満","海の駅蜃気楼, 富山城, ほたるいかミュージアム",居酒屋・レストラン（地元）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, ホタルイカ","シロエビ, ホタルイカ",満足,大いに満足,満足,大いに満足,大いに満足,"ホタルイカミュージアムで、ホタルイカの光る所を見たり、触る事が出来た事。
ホタルイカの生態等を知ることが出来た事。",特になし,初めて食べた、ホタルイカの刺身は美味しかった,ホタルイカミュージアム,10,来年もまた行きたい,国道沿いに物産店や地元食堂があると良い,魚津市
2026/4/24,富山県,男性,40代,会社員,3:600～1000万円,カップル,日帰り,,,,,,,,,,,自家用車,"自家用車, 徒歩",普通,１回目,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、水族館など）",Googleマップ（施設の口コミ・写真・営業時間など）,口コミ（友人・恋人）,ない,,,使わない,"1,000円以上3,000円未満",使わない,使わない,"5,000円以上10,000円未満",太閤山ランド,持ち帰り（道の駅・スーパーなど）,食べていない,甘エビ,シロエビ,満足,普通,普通,大いに満足,大いに満足,,,,,9,富山県在住,,射水市
